theta1,theta2,theta3,theta4,theta5,theta6,theta7,x,y,phi
1.39,-2.45,-0.32,1.45,-1.38,1.34,0.96,9.15,-2.25,56.72
0.77,-2.07,0.36,2.97,-0.39,-1.17,1.2,4.64,5.67,95.68
0.81,-0.23,0.25,2.16,-0.74,0.65,-0.54,-2.74,9.71,135.22
0.18,-0.7,1.42,0.59,-2.12,-0.96,-0.63,6.85,-2.31,-127.2
0.24,-2.41,1.57,0.01,-1.22,-0.62,-0.56,0.2,-8.71,-171.31
0.32,-1.24,1.4,1.61,-2.32,-0.09,-1.66,8.68,-1.53,-113.45
3.06,-0.29,0.07,1.08,-1.2,-0.01,-1.56,-12.52,4.45,65.89
2.09,-2.94,0.31,3.04,-2.93,-0.24,0.85,7.24,-1.64,10.31
0.6,-0.91,0.76,0.78,-1.28,-0.43,-0.57,13.49,0.64,-60.16
2.83,-2.67,-0.85,1.27,-2.19,-0.13,-1.91,1.4,-2.8,-209.13
0.06,-1.75,-1.18,1.55,-1.49,0.18,-1.04,-6.29,-6.2,-210.28
2.29,-2.34,0.36,2.31,-1.68,0.66,-0.59,3.79,10.4,57.87
1.07,-0.67,0.24,0.51,-0.18,0.63,0.44,6.74,13.73,116.88
3.08,-0.93,-1.18,1.82,-0.62,0.42,-0.67,-9.19,10.89,110.01
0.49,-0.59,1.43,2.19,-0.44,-1.33,-2.49,1.87,3.36,-42.4
1.29,-1.35,-1.0,0.85,-2.17,-0.84,-2.73,4.92,-1.16,-340.91
0.04,-1.68,1.46,1.75,-0.67,-1.15,-1.79,7.63,-1.23,-116.88
1.56,-0.38,-0.68,2.17,-2.78,-1.13,-1.19,2.35,2.87,-139.23
1.34,-0.23,-1.26,1.6,-3.02,0.27,-0.12,5.5,-0.6,-81.36
2.38,-2.46,-0.72,0.55,-1.98,-0.54,-0.98,-1.07,-2.34,-214.86
1.69,-0.93,-0.15,1.14,-3.12,-1.49,-0.15,-1.26,4.62,-172.46
2.33,-2.19,-0.45,1.71,-0.2,1.11,-1.97,5.14,8.87,19.48
0.55,-1.14,-0.94,2.83,-2.05,0.51,-1.42,9.01,-4.96,-95.11
1.68,-1.03,0.02,1.36,-3.0,1.22,-0.29,8.9,6.25,-2.29
0.48,-1.72,-0.35,2.49,-0.67,0.6,-0.35,10.87,1.82,27.5
2.25,-2.85,0.48,2.02,-0.46,0.59,0.22,-0.19,9.26,128.92
0.43,-0.2,-0.68,1.05,-1.83,0.16,0.86,13.5,-3.13,-12.03
0.52,-0.37,-0.87,0.43,-1.39,1.07,0.54,13.19,-4.84,-4.01
2.85,-3.08,0.34,2.07,-2.95,0.81,-1.28,6.2,-1.53,-71.05
1.6,-1.29,0.98,0.7,-0.17,0.07,0.25,-0.77,14.85,122.61
2.14,-0.74,1.01,2.81,-0.19,-0.59,0.84,-0.12,-2.84,302.52
1.04,-0.81,1.11,0.48,-2.07,-0.68,-2.39,5.11,5.4,-190.22
1.82,-2.75,0.56,2.51,-0.73,1.23,-0.81,-0.57,7.71,104.85
0.78,-1.69,0.92,2.47,-0.12,-0.55,-1.34,3.7,6.67,26.93
2.61,-1.29,-0.66,0.04,-1.75,-0.85,-3.07,3.43,4.72,-284.76
1.06,-0.81,-1.14,2.25,-1.49,-1.25,0.84,10.84,-0.76,-30.94
2.64,-0.3,-0.17,1.77,-0.99,0.69,-1.14,-13.74,4.05,143.24
0.26,-1.09,1.28,2.99,-2.05,-0.58,0.46,6.88,5.81,72.77
0.15,-3.11,-0.68,0.61,-2.21,-1.43,0.25,1.38,1.71,-367.84
1.7,-2.51,-0.42,0.55,-1.06,1.31,-2.82,3.55,-6.5,-186.21
2.84,-0.93,-0.74,1.69,-1.74,-0.59,-1.44,0.14,7.64,-52.14
0.52,-2.04,0.4,2.73,-0.2,-0.09,-0.19,5.38,6.14,64.74
2.55,-2.61,1.3,0.03,-1.3,0.93,-2.93,4.92,5.64,-116.31
0.47,-0.6,0.12,2.97,-0.15,-0.46,-2.81,2.87,2.72,-26.36
2.39,-0.82,-0.02,0.46,-0.27,-0.86,-0.71,0.8,13.78,9.74
1.29,-0.09,-1.35,0.55,-2.79,1.44,0.02,7.5,-0.41,-53.29
1.15,-2.92,-0.65,2.24,-2.92,-0.94,-2.69,-0.69,-1.5,-385.6
0.68,-1.38,1.35,0.41,-3.0,-0.11,-0.94,2.54,-1.27,-171.31
0.11,-0.42,1.42,0.3,-2.79,-0.07,1.19,9.57,-1.36,-14.9
2.15,-1.69,1.33,1.61,-0.01,-1.31,-1.09,-4.36,8.66,56.72
1.01,-1.81,0.65,2.35,-1.08,0.82,-2.69,6.09,4.85,-42.97
2.06,-1.15,-0.93,2.38,-1.67,-0.98,-0.72,6.74,4.65,-57.87
0.41,-0.36,0.97,0.05,-2.41,-0.11,-1.35,5.82,-0.31,-160.43
2.44,-0.36,0.55,1.39,-2.48,-0.91,0.18,-3.08,8.88,46.41
0.42,-1.91,-0.93,1.33,-2.39,0.53,1.19,-3.52,-7.44,-100.84
1.26,-1.16,-0.53,0.45,-0.45,-0.56,0.4,13.75,-2.89,-33.8
1.03,-0.06,1.04,1.54,-1.16,-1.37,0.43,-0.87,11.79,83.08
0.91,-0.96,-1.44,2.4,-1.16,-0.63,-0.7,9.76,-3.71,-90.53
2.0,-0.8,1.15,1.07,-2.69,-0.52,0.61,1.72,9.71,46.98
1.36,-0.89,-1.57,2.73,-1.72,1.22,-0.06,8.49,8.07,61.31
0.89,-2.21,0.31,0.22,-2.19,-0.39,-2.09,2.08,-2.37,-312.83
0.38,-2.02,-0.48,0.37,-0.03,-0.4,-2.66,-1.23,-8.18,-277.31
0.16,-0.68,0.68,0.57,-2.59,-0.13,-0.02,6.18,-5.72,-115.16
0.51,-0.73,-0.67,2.47,-2.03,1.52,1.21,8.0,4.23,130.63
2.23,-0.43,-1.34,2.91,-0.06,0.28,-2.64,-5.56,5.49,54.43
0.11,-1.45,-1.47,2.86,-0.77,1.33,0.91,7.25,-0.57,87.09
2.88,-1.7,-0.55,0.24,-2.69,-0.62,-2.15,-0.66,4.79,-262.99
3.0,-0.72,1.19,2.89,-0.94,-1.29,0.69,-3.46,-4.84,276.17
2.95,-1.7,-0.76,1.4,-3.03,0.17,-2.64,-0.02,3.19,-206.84
0.77,-3.06,1.11,2.74,-1.18,0.01,0.59,7.15,4.0,56.15
0.5,-0.47,0.74,2.19,-0.13,-0.48,-3.0,1.88,4.5,-37.24
2.58,-1.55,-1.51,1.79,-0.25,-0.29,-2.27,5.23,6.16,-85.94
2.11,-0.59,0.03,0.53,-0.99,-0.85,-2.51,-0.35,10.22,-130.06
0.03,-2.32,-0.32,0.75,-2.57,1.43,-2.07,-4.31,-1.08,-290.49
1.15,-0.78,0.46,0.26,-2.33,1.1,-1.85,8.47,2.25,-114.02
1.3,-2.68,0.15,1.85,-1.99,-1.26,1.27,2.85,-7.07,-77.92
0.15,-1.37,-0.39,0.05,-0.36,-1.14,-0.58,-2.28,-8.33,-208.56
0.2,-1.22,-0.93,0.66,-0.19,0.59,-1.62,3.31,-12.27,-143.81
2.92,-2.98,-1.55,2.46,-1.52,-0.19,-1.22,3.98,-5.85,-119.18
1.17,-0.61,-1.57,0.07,-0.42,1.42,-1.93,8.18,-5.19,-107.14
3.02,-1.4,-1.46,1.56,-1.57,1.52,1.42,-0.78,8.66,177.04
0.75,-1.51,0.32,1.35,-0.37,1.3,-2.18,11.27,3.75,-19.48
2.12,-0.14,0.35,1.19,-1.65,-0.48,-3.13,-7.05,7.7,-99.69
0.68,-0.54,-0.81,0.54,-2.94,-1.16,1.35,2.79,1.43,-165.01
2.94,-2.06,-0.65,1.22,-1.17,-0.38,-0.13,9.2,5.35,-13.18
2.66,-2.27,-0.73,0.44,-0.55,-0.47,-1.79,6.44,-2.6,-155.27
1.29,-2.08,-0.03,0.89,-1.68,-0.19,-2.69,5.43,-3.52,-257.26
0.34,-1.07,0.79,0.78,-0.24,-1.14,0.04,14.79,0.11,-28.65
1.14,-2.46,1.44,1.08,-1.29,0.38,-1.35,11.16,0.79,-60.73
1.17,-2.29,-0.61,3.09,-2.38,1.25,0.14,8.26,-0.63,21.2
2.46,-0.61,-0.63,0.96,-0.3,-1.35,-0.11,0.48,13.04,24.06
1.27,-2.69,-0.99,0.53,-1.44,0.33,-2.18,-5.33,-1.83,-296.22
0.98,-2.9,0.38,1.52,-1.52,-1.05,-2.51,2.01,-4.32,-292.21
1.12,-1.4,0.02,1.11,-2.37,-0.13,-2.9,7.08,0.27,-260.7
1.47,-1.97,-1.55,2.73,-1.52,1.04,-2.21,6.29,-2.99,-115.16
1.95,-0.89,0.79,1.81,-0.78,-1.16,0.72,-7.26,10.4,139.8
2.63,-3.07,-0.66,2.2,-0.16,0.21,-0.4,6.67,6.16,42.97
0.37,-1.54,0.42,0.92,-0.23,0.28,-1.35,13.6,-4.54,-64.74
1.46,-2.06,0.15,2.4,-1.5,-0.34,0.1,10.85,4.19,12.03
1.96,-1.11,-0.6,2.47,-0.43,0.28,1.44,-4.52,7.16,229.76
2.63,-0.39,0.26,1.1,-0.05,-1.12,-2.17,-9.75,4.86,14.9
3.01,-0.75,-0.83,1.35,-1.65,1.04,1.39,-8.68,8.93,203.97
1.69,-0.51,0.03,2.95,-0.62,1.47,-1.01,-2.98,-0.25,229.18
2.91,-1.57,1.49,2.12,-2.59,0.7,-1.94,-6.83,5.56,64.17
1.25,-0.56,1.43,0.46,-2.62,0.14,-0.52,6.56,6.56,-24.06
3.05,-2.23,-1.2,1.76,-1.91,0.21,-0.64,7.98,-0.51,-55.0
0.27,-1.89,1.29,2.94,-1.41,-0.87,-0.5,8.23,1.34,-9.74
1.46,-0.75,1.23,1.41,-0.08,-0.82,-2.59,-3.11,6.85,-8.02
1.98,-2.51,1.5,1.25,-2.85,-0.4,-1.61,2.18,0.27,-151.26
1.5,-1.92,0.3,0.73,-1.99,-1.44,-1.36,3.82,1.52,-239.5
1.43,-0.46,-0.45,0.42,-2.18,-0.17,-0.89,4.95,1.1,-131.78
1.91,-0.69,-1.22,0.95,-1.61,0.32,-0.25,10.39,2.98,-33.8
0.05,-2.89,0.23,2.37,-2.76,-1.12,-1.75,-1.2,0.25,-336.33
0.66,-2.12,-0.01,0.34,-3.0,1.13,-0.15,-2.78,-3.94,-180.48
1.51,-0.99,-1.34,2.24,-0.13,-0.45,-0.7,9.24,8.99,8.02
2.0,-2.48,-0.4,2.67,-1.48,-0.61,1.36,8.22,3.84,60.73
2.12,-1.64,-0.45,1.73,-0.89,-0.21,-1.06,8.83,8.29,-22.92
0.41,-0.9,0.99,0.66,-2.24,0.68,-1.04,11.5,-2.35,-82.51
2.44,-1.86,0.27,0.92,-3.12,-1.39,-2.22,0.2,6.32,-284.19
0.37,-1.33,-1.56,2.08,-1.1,-1.44,0.9,0.38,-8.75,-119.18
2.27,-2.71,-1.13,0.25,-2.87,0.7,-0.13,-4.54,0.1,-207.41
2.22,-0.25,0.06,1.93,-2.44,-0.86,1.4,-4.37,10.95,118.03
2.89,-0.09,1.15,0.25,-2.48,-1.29,1.51,-6.73,3.32,111.15
2.1,-0.79,-1.28,2.38,-2.53,-1.07,0.51,5.38,2.13,-38.96
0.66,-0.19,0.92,2.72,-0.5,-0.32,-0.36,-3.91,2.09,167.88
1.49,-2.22,0.53,2.61,-0.6,0.72,-1.5,1.3,8.01,59.01
0.29,-1.03,-0.31,1.6,-3.01,1.36,-0.1,7.72,-7.97,-68.75
1.66,-1.69,0.83,2.28,-1.39,1.01,-2.11,1.04,9.3,33.8
0.56,-2.84,1.38,0.78,-0.13,1.5,-0.47,9.51,0.69,44.69
1.59,-0.26,-0.84,2.49,-1.06,0.27,0.42,-4.17,12.16,149.54
0.71,-0.23,0.05,1.56,-1.35,0.09,0.25,9.74,11.95,61.88
1.5,-1.08,1.01,0.88,-0.82,1.25,-0.11,-3.15,12.53,150.69
1.56,-1.49,0.04,2.25,-3.06,-0.61,-1.79,3.29,0.58,-177.62
2.57,-2.71,-0.5,0.65,-2.7,-0.17,0.88,-0.77,-4.54,-113.45
1.58,-1.51,0.19,2.7,-1.06,-1.46,-2.99,1.81,5.81,-146.1
1.0,-1.15,0.67,1.94,-0.55,1.27,-1.03,-0.65,8.9,123.19
1.08,-1.1,1.06,1.15,-0.38,0.14,1.5,-0.41,10.34,197.67
0.14,-2.48,-0.72,2.37,-1.06,-1.44,-1.98,-1.67,-3.34,-296.22
2.42,-2.47,-0.88,0.57,-0.62,0.98,1.26,9.11,-1.05,72.19
0.84,-0.58,0.96,3.12,-1.98,0.84,-0.8,-2.08,5.83,137.51
1.81,-1.72,0.29,1.19,-2.48,1.16,-2.24,7.16,2.44,-114.02
2.29,-2.57,1.33,2.29,-0.74,-1.56,1.42,-3.27,7.89,140.95
0.95,-1.99,1.49,1.55,-2.58,-1.09,-0.94,3.62,-1.89,-149.54
1.45,-1.42,0.64,2.75,-0.57,-0.38,0.77,-4.48,5.45,185.64
1.97,-0.21,1.38,0.36,-1.03,-0.47,-1.47,-7.12,8.98,30.37
1.45,-2.69,0.16,2.64,-0.02,-1.44,0.38,7.1,4.32,27.5
0.75,-0.63,-0.31,0.45,-1.16,0.22,-1.54,11.17,-3.35,-127.2
2.49,-1.98,-0.79,2.38,-2.8,1.23,-1.89,5.93,1.41,-77.92
2.39,-2.3,-1.35,1.34,-0.03,-0.51,-2.52,6.19,-1.64,-170.74
0.63,-1.75,-0.42,0.45,-0.38,-0.38,-0.74,1.78,-11.69,-148.4
0.38,-1.31,-0.05,0.54,-0.07,1.21,-0.93,14.0,-4.4,-13.18
1.98,-0.38,1.08,0.15,-0.39,1.53,-0.61,-11.73,5.9,192.51
1.17,-0.46,-0.9,3.12,-2.8,1.24,-0.17,6.77,9.09,68.75
0.21,-0.35,-0.99,0.13,-1.53,1.03,1.23,7.88,-8.79,-15.47
2.8,-0.35,1.26,0.82,-1.43,1.0,-1.61,-12.76,-1.8,142.67
1.84,-0.6,-0.29,1.58,-1.9,-0.23,0.29,5.81,12.28,39.53
3.03,-2.36,-1.43,1.06,-2.48,0.38,-2.87,1.57,-1.14,-267.57
2.96,-0.62,-0.38,1.97,-2.54,-1.42,-1.72,-4.41,2.71,-100.27
1.68,-1.05,0.68,1.68,-1.96,1.2,-1.17,0.9,13.05,60.73
1.31,-2.61,1.3,2.29,-2.2,1.13,-1.86,7.52,2.97,-36.67
0.73,-2.78,-0.58,2.3,-0.18,-1.26,-0.4,1.17,-8.32,-124.33
0.03,-0.83,-0.53,2.37,-1.19,0.87,0.21,11.95,1.29,53.29
1.9,-1.84,-1.4,0.78,-2.62,1.11,-0.65,-1.6,-4.37,-155.84
1.65,-2.63,-1.1,3.04,-2.24,-0.29,0.96,4.18,-6.05,-34.95
0.38,-2.8,-1.0,1.87,-1.92,0.25,-1.51,-6.72,0.97,-271.01
1.18,-0.04,1.55,2.36,-0.31,1.43,-0.51,5.16,-0.93,324.29
0.64,-0.14,-0.93,1.54,-0.83,-1.35,0.87,13.64,1.89,-11.46
2.25,-1.25,1.36,1.71,-1.6,-0.77,-1.01,-3.84,9.43,39.53
2.85,-1.63,1.16,0.16,-0.9,1.05,0.84,-10.14,8.84,202.25
0.68,-1.15,1.48,1.41,-2.42,-0.72,-0.05,9.8,0.82,-44.12
2.85,-2.93,1.47,2.98,-2.62,-0.54,-1.53,2.52,4.64,-18.33
2.87,-0.56,-1.05,2.42,-2.96,1.45,1.32,-7.35,6.48,199.96
0.34,-1.15,-1.26,2.3,-2.02,0.39,-1.53,2.76,-8.03,-167.88
1.28,-2.38,0.32,2.91,-2.02,1.12,-0.23,6.97,5.26,57.3
0.1,-2.65,0.71,1.87,-2.63,1.01,0.21,0.53,-9.72,-79.07
0.88,-2.6,0.34,2.76,-2.32,0.3,-0.91,5.7,-6.56,-88.81
1.61,-2.03,-0.79,3.09,-0.12,1.19,-0.59,-2.39,6.21,135.22
1.42,-1.08,-0.51,1.86,-0.2,0.27,-1.67,7.12,10.54,5.16
1.83,-0.22,1.0,0.44,-0.53,-0.29,-1.7,-6.79,11.11,30.37
0.9,-1.8,-1.12,1.91,-2.02,0.95,-0.24,4.51,-9.43,-81.36
2.58,-2.13,1.32,2.79,-0.2,-0.05,-1.05,-5.06,-2.54,186.78
2.33,-1.21,1.22,0.89,-2.48,1.11,1.2,-6.24,9.94,175.33
1.55,-2.96,0.07,1.09,-0.86,0.12,0.7,8.33,-8.06,-16.62
0.89,-2.92,0.65,1.76,-1.16,0.31,0.93,9.51,-3.61,26.36
2.45,-0.71,0.35,2.79,-1.44,-0.3,-1.31,-8.7,5.45,104.85
0.68,-1.02,0.21,2.46,-1.49,1.22,0.9,3.09,6.75,169.6
1.24,-1.46,0.33,0.65,-0.78,-0.09,-1.58,12.24,1.01,-96.83
0.13,-1.18,-0.39,2.23,-0.72,1.39,-2.06,10.64,-1.3,-34.38
2.23,-0.17,-0.25,0.36,-0.45,-1.16,-1.65,-1.81,10.26,-62.45
2.88,-0.88,-1.5,2.38,-0.86,-1.46,1.08,-2.82,10.84,93.97
1.14,-1.52,1.55,2.81,-2.32,-0.75,0.81,3.61,8.72,98.55
0.13,-1.41,-1.31,0.48,-1.17,-0.37,-0.13,-6.88,-2.47,-216.58
0.84,-2.02,-0.63,2.91,-3.03,0.54,-0.15,2.81,-7.95,-88.24
2.16,-2.38,1.19,0.06,-2.03,-1.46,-1.84,2.16,4.35,-246.37
1.07,-1.95,1.22,1.23,-2.22,-1.5,1.46,7.7,-1.6,-39.53
1.21,-0.49,0.97,3.14,-2.95,0.94,1.02,-2.29,5.55,220.02
0.88,-2.95,0.95,0.54,-2.69,1.27,-1.93,-1.71,-4.07,-225.17
0.49,-1.84,-0.22,2.96,-3.01,1.04,-1.31,4.39,-7.54,-108.29
0.49,-2.15,-0.12,2.0,-2.1,0.25,-2.59,1.81,-5.89,-241.79
2.92,-1.02,1.46,0.05,-3.12,-0.86,0.54,-1.1,1.0,-1.72
0.4,-2.47,0.57,0.77,-0.3,1.4,-0.73,9.1,-7.5,-20.63
1.59,-1.68,-1.13,2.85,-0.57,0.22,-0.3,6.48,9.07,56.15
2.92,-0.54,1.22,0.24,-2.14,1.11,1.0,-13.05,1.3,218.3
0.91,-2.08,0.65,1.23,-2.66,-0.66,0.46,2.13,-5.62,-123.19
2.83,-2.61,0.35,2.87,-1.37,-1.42,-1.52,2.18,3.72,-49.85
0.82,-1.55,1.28,1.54,-2.78,-0.99,0.9,7.89,-2.2,-44.69
2.6,-0.21,0.2,1.74,-1.73,0.93,-2.22,-10.84,4.74,75.06
0.86,-2.38,-1.06,2.37,-3.1,-0.37,-1.32,-1.81,1.64,-286.48
0.04,-2.8,-1.29,2.46,-0.79,-1.55,-1.55,-3.24,0.49,-313.98
1.16,-2.55,-1.44,2.14,-2.56,0.54,-3.04,-1.61,-2.03,-329.45
0.42,-0.36,-0.26,3.0,-0.97,-1.37,-0.07,8.78,5.99,22.35
1.35,-2.69,-0.1,0.58,-1.25,1.16,0.06,4.82,-10.49,-50.99
0.14,-0.06,-1.17,1.05,-2.26,-0.8,-1.12,3.28,-1.53,-241.79
1.1,-0.59,1.33,1.81,-2.53,-1.11,-1.83,3.44,4.49,-104.28
1.8,-1.7,0.51,2.28,-1.53,-0.68,0.65,4.61,11.18,76.2
0.58,-1.42,1.52,0.23,-1.98,0.05,0.37,11.74,-2.78,-37.24
1.78,-2.25,-1.15,0.19,-1.89,0.67,-1.29,-4.47,-2.6,-225.75
1.63,-2.38,-0.15,1.67,-2.5,0.57,0.7,7.87,-5.3,-26.36
1.43,-0.15,1.51,0.98,-2.51,0.18,1.47,-4.64,9.69,166.73
1.37,-2.85,-0.61,2.9,-0.21,-1.55,-0.31,5.49,-3.4,-72.19
0.24,-2.86,-0.97,1.56,-0.06,-0.64,0.67,-7.81,-7.19,-118.03
1.15,-1.14,0.27,2.83,-2.15,0.29,0.11,6.17,9.94,77.92
0.51,-2.42,0.47,0.2,-1.75,-0.63,-1.27,-1.76,-2.75,-280.18
0.81,-1.72,-1.24,2.43,-0.63,-0.37,0.47,10.94,-4.69,-14.32
1.77,-2.24,-0.82,1.27,-2.04,-0.27,-1.24,-0.24,-4.12,-204.55
2.55,-2.08,0.02,1.88,-1.07,-0.43,-2.54,2.6,7.28,-95.68
1.72,-2.49,-0.97,1.08,-2.2,0.87,-1.59,-2.71,-5.18,-205.12
2.02,-2.79,0.99,2.13,-2.76,0.96,0.82,6.31,5.6,78.5
0.95,-1.54,0.09,0.59,-0.5,-0.73,1.02,14.03,-3.9,-6.88
3.09,-0.68,0.66,0.71,-2.81,-0.59,0.58,-3.69,5.53,55.0
1.83,-0.09,-0.77,2.14,-2.83,-0.29,-1.04,4.0,5.52,-60.16
1.31,-2.28,-1.34,2.13,-0.62,0.44,1.11,8.74,-2.91,42.97
2.59,-1.57,0.26,0.83,-2.95,0.98,-3.13,0.29,6.09,-171.31
2.97,-0.13,-1.17,0.12,-1.48,0.11,-1.56,0.07,5.61,-65.32
2.24,-0.39,-0.89,1.51,-0.56,-1.31,1.22,-2.15,14.16,104.28
2.8,-2.26,-1.3,1.99,-1.76,-1.51,0.66,3.94,-3.19,-79.07
1.91,-1.05,-0.44,1.21,-2.73,-0.46,-1.21,1.77,2.13,-158.71
1.3,-2.31,1.06,2.94,-1.83,0.99,-2.67,3.82,3.94,-29.79
0.94,-1.51,1.12,2.83,-3.01,0.49,0.93,6.7,6.62,102.56
1.53,-1.63,-1.3,1.92,-2.83,1.47,-3.03,3.3,-1.02,-221.73
2.19,-1.88,0.64,1.16,-1.94,0.38,-0.43,8.18,9.01,6.88
0.95,-0.98,-1.27,2.92,-2.29,1.31,-1.94,9.13,-0.42,-74.48
2.6,-1.85,1.46,1.65,-0.03,1.03,0.69,-3.39,-2.38,317.99
1.17,-1.85,0.5,2.83,-1.15,-1.16,0.38,7.59,6.44,41.25
2.66,-0.24,1.51,0.65,-2.58,-0.41,-1.02,-5.17,4.68,32.66
2.64,-0.66,-0.27,2.43,-2.25,-0.88,-2.88,-5.08,5.97,-107.14
2.86,-1.04,1.32,1.86,-1.34,-0.71,-1.48,-9.18,2.45,84.22
2.07,-2.84,0.86,1.33,-2.14,0.92,-1.24,9.06,-0.16,-59.59
1.67,-2.98,-1.22,3.09,-0.98,-0.18,-0.86,5.09,-4.95,-83.65
1.04,-1.67,-0.62,1.34,-2.34,0.83,-1.89,2.9,-5.46,-189.65
0.53,-2.13,-0.37,0.92,-2.34,0.37,-2.12,-1.51,-3.12,-294.5
1.81,-0.33,0.71,2.15,-2.93,0.71,-2.35,-1.2,8.66,-13.18
0.5,-2.09,1.56,0.7,-0.8,-0.8,-1.1,9.47,-4.39,-116.31
2.69,-0.35,-0.12,0.71,-0.69,0.93,-1.42,-12.44,9.75,100.27
1.97,-2.36,-1.18,0.81,-2.88,-1.25,-2.76,1.91,-1.66,-438.31
2.35,-0.04,0.19,0.91,-2.87,-0.47,1.19,-2.45,8.3,72.19
2.59,-1.72,0.16,0.23,-1.59,-0.52,1.15,7.94,5.79,17.19
0.95,-2.46,-0.82,0.54,-1.15,-1.18,1.2,-6.94,-3.69,-167.3
3.02,-0.77,1.49,2.47,-1.98,0.25,-0.78,-7.48,-5.31,211.99
1.96,-1.64,1.05,1.63,-0.44,0.84,-0.64,-7.38,7.57,158.14
0.06,-3.11,0.63,3.03,-2.22,1.26,0.0,4.78,-4.51,-20.05
3.06,-1.66,0.74,1.42,-1.14,0.55,0.3,-12.52,5.52,187.36
3.09,-0.14,1.33,2.52,-1.8,-0.78,0.57,-4.1,-7.52,274.45
1.58,-1.07,1.52,0.61,-2.43,-0.42,0.03,6.21,6.72,-10.31
0.01,-2.01,1.22,0.49,-3.04,0.05,-2.76,3.13,-3.31,-346.07
2.06,-0.1,-1.42,0.47,-2.92,1.16,-2.85,0.11,4.97,-206.26
1.42,-1.97,-1.33,1.9,-1.68,-0.03,-1.27,1.27,-6.59,-169.6
0.5,-2.08,1.48,1.95,-0.35,0.39,-2.13,5.79,5.13,-13.75
2.78,-1.15,0.02,2.41,-2.51,1.51,1.06,-8.04,4.51,236.06
0.63,-2.63,-1.08,2.67,-0.94,-0.78,-0.42,-2.08,-7.9,-146.1
2.43,-2.87,-0.59,1.17,-1.15,-1.19,-1.36,1.71,-4.35,-203.97
2.96,-2.36,1.41,0.8,-1.95,-1.43,-1.01,-0.11,2.99,-90.53
2.75,-2.37,-0.25,2.05,-0.13,1.24,-0.99,-4.23,7.97,131.78
0.94,-2.55,1.33,2.19,-1.0,-1.35,0.18,9.16,1.45,-14.9
2.45,-3.09,-0.6,2.66,-2.98,-1.18,0.04,-3.27,-4.34,-154.7
2.15,-2.29,0.45,0.02,-2.67,0.73,-1.85,1.64,-0.2,-198.24
2.6,-2.5,0.44,1.82,-1.83,1.16,-1.87,5.03,7.88,-10.31
1.97,-3.05,-0.66,2.22,-1.13,-0.48,-0.06,5.99,-7.31,-68.18
2.92,-1.16,1.53,0.36,-0.38,-1.07,1.23,-13.91,2.41,196.52
3.11,-2.37,1.0,2.56,-0.31,0.83,1.36,-0.97,-2.68,354.09
1.98,-2.79,-0.0,0.0,-2.13,-1.06,-0.93,0.63,0.69,-282.47
1.8,-1.97,1.53,1.54,-0.04,-1.54,-0.59,0.07,9.84,41.83
2.04,-1.2,-0.4,1.64,-2.13,-0.05,-2.0,5.3,4.81,-120.32
2.81,-1.54,-0.37,0.42,-0.34,1.49,1.49,-1.72,9.39,226.89
0.78,-0.01,-0.0,2.57,-1.21,-0.39,-2.64,2.72,7.37,-51.57
2.21,-2.1,-1.13,0.92,-1.48,-1.52,0.61,0.28,-4.22,-142.67
1.3,-2.18,0.94,2.11,-1.76,0.28,0.99,7.3,7.77,96.26
3.11,-1.73,1.38,1.3,-1.39,-0.03,0.82,-12.66,3.03,198.24
2.27,-2.99,-1.17,3.01,-0.18,0.57,-2.99,2.43,2.17,-84.8
0.09,-1.46,0.77,2.71,-2.81,-1.2,-1.03,2.43,-5.99,-167.88
2.33,-1.26,-1.05,0.21,-1.3,0.39,-0.92,7.48,-1.64,-91.67
0.45,-1.28,-0.0,1.28,-1.5,0.84,-0.67,13.16,-6.13,-50.42
2.22,-0.84,1.56,0.38,-2.14,-0.06,-1.28,-1.44,8.67,-9.17
1.25,-3.06,-0.74,2.99,-1.36,1.27,0.18,6.4,-0.25,30.37
2.29,-1.55,0.57,0.22,-2.41,-0.21,1.23,6.17,4.69,8.02
0.43,-1.84,-0.53,2.8,-1.65,1.02,-1.36,8.66,-5.33,-64.74
0.14,-1.83,-0.25,2.61,-0.53,-0.87,0.11,9.61,-5.68,-35.52
1.06,-1.9,-0.4,0.5,-2.42,0.4,-2.97,2.86,-3.3,-328.3
0.73,-1.38,1.02,2.64,-2.6,-1.03,-1.77,6.21,-0.78,-136.94
1.9,-2.69,1.22,1.35,-0.69,0.66,-2.85,4.55,6.53,-63.03
3.01,-2.43,0.04,2.48,-1.49,0.57,-2.58,-0.08,6.83,-22.92
0.85,-2.09,-0.75,3.13,-2.72,1.22,-0.09,7.06,-4.97,-25.78
1.36,-1.93,-0.4,2.24,-0.25,0.6,-1.16,8.21,7.16,26.36
1.97,-0.94,-0.82,1.21,-2.7,1.12,1.09,7.82,6.65,53.29
2.83,-1.14,-0.06,0.8,-1.97,1.39,1.56,-5.58,10.23,195.38
0.4,-2.36,0.95,3.04,-2.17,0.96,-2.55,5.36,-2.2,-99.12
0.7,-2.21,-0.4,2.22,-1.3,-0.55,0.08,5.34,-9.55,-83.65
1.28,-2.98,-0.56,0.82,-0.01,0.7,-0.88,1.11,-11.17,-93.39
1.68,-3.0,-0.26,0.23,-1.45,-0.44,-0.95,-5.22,-3.3,-240.07
